sentence	lexical verb	trans	gloss	form	comment	p	text	part	theme	perspective	speaker	language	dialect	affiliation	source	page	note
49	участвовать + быть		V-IPF-PART=HPL + HPL=V=HPL		preterite series	not P	1. История селения Кванада	Строительство мечети и минарета	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
50	приносить		N=V-POT.INF	infinitive		nonfinite	1. История селения Кванада	Строительство мечети и минарета	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
50	быть.должным		N=V-IPF-PART=N	participle		nonfinite	1. История селения Кванада	Строительство мечети и минарета	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
50	быть		N=V	preterite		not P	1. История селения Кванада	Строительство мечети и минарета	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
51	быть		M=V	preterite		not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
51	говорить + быть + есть		V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	733	
52	брать + быть + есть		V-NEG=M=CONV + M=V=M=CONV + COP	pluperfect	perfect series	P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
52	быть		M=V	preterite		not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
53	звать + есть		M=V=M=CONV + COP	perfect		P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
54	быть + есть		N=V=N=CONV + COP	perfect		P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
55	говорить + есть		V=N=CONV + COP	perfect		P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
55	большой		ADJ-VRB-MSD	masdar	quote	nonfinite	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
55	изобильный + есть		ADJ-VRB-MSD	masdar	quote	nonfinite	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
56	собираться 		N=V-CAUS-IPF-PART=N	participle	quote	nonfinite	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
56	есть		COP	present	quote	not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
56	говорить		V	preterite		not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
57	говорить		V	preterite		not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
57	резать		N=V-POT.IMP-REDI	imperative	quote	not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
57	резать		N=V	preterite		not P	1. История селения Кванада	Знаменитый земляк Баскан Омар казнит близкого родственника	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
58	быть + есть		M=V=M=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
59	посылать		M=V-IPF-PART=M	participle		nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
59	быть + есть		M=V=M=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	734	
60	забирать		N=V-IPF-PART=N=TEMP	converb		nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
60	забирать		N=V-IPF.INF	infinitive		nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
60	мочь + не.есть		V=N=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
61	звать + есть		M=V=M=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
62	говорить		V	preterite		not P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
62	забирать		N=V-POT.INF	infinitive	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
62	быть.должным		N=V-IPF-PART=N	participle	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
63	говорить + есть		V=N=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
63	делать		V=NPL=CONV	converb	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
63	надевать.шапку		V=NPL=CONV	converb	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
63	идти + есть		HPL=V-MS.POT-FUT-PART=HPL	participle	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
63	прыгать		V-MS.POT.INF	infinitive	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	735	
64	мочь + есть		V=N=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
64	собирать		N=V-POT.INF	infinitive		nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	говорить + есть		V=N=CONV + COP	perfect		P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	брать		N=V-IPF.INF	infinitive	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	пускать		HPL=V-POT.INF-LA	infinitive	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	труд		NOUN-VRB=HPL	?	quote	NA	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	оставлять		N=V-POT.INF-LA	infinitive	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	оставаться		HPL=V-POT-FUT-PART=HPL	participle	quote	nonfinite	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
65	есть		COP	present	quote	not P	1. История селения Кванада	Как знаменитый земляк Баскан Омар захватил Унцукуль	about the village long ago	indirect	Али Расулов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
1	случаться		N=V=PART.N	participle	question	nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
2	быть		NPL=V	preterite	intro	not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
3	быть		N=V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
3	прыгать + быть + не.есть		V.IPF-PART=HPL + HPL=V=HPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
3	бояться + быть + есть		V.IPF-PART=HPL + HPL=V=HPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	736	
4	идти + быть + есть		HPL=V.IPF-PART=HPL + HPL=V=HPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
4	говорить		V-IPF-PART=N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	красть		V=HPL=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	приходить + быть + есть		HPL=V-IPF-PART=HPL + HPL=V=HPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	красть		V			nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	приходить		NPL=V=PART.NPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	говорить + быть + есть		V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	забирать + быть + есть		N=V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	идти		HPL=V=HPL=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
5	делать + быть + есть		V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
6	уходить		HPL=V-PART=HPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
6	оставаться		M=V-CAUS=M=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
6	уходить		HPL=V-PART=HPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
7	быть		NPL=V-MSD-LA	masdar		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
7	делать		V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
7	истреблять + есть		V=HPL=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	отправлять		M=V	preterite	translation as converb	nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	приходить + есть		M=V=M=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	отпускать		HPL=V=HPL=LA	preterite	translation as converb	nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	оставлять		HPL=V=HPL=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	случаться		N=V=PART.N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
8	рассказывать		N=V-POT.INF	infinitive		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
9	приходить		HPL=V=HPL=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
9	рассказывать		N=V=PART.N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	737	
9	случаться		N=V=PART.N=TEMP	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
9	делать		V-POT.INF	infinitive		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
9	знать		N=V-IPF-PART=N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
9	не.есть		COP-RABI	present	particle	not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
10	знать		N=V-CAUS=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
10	прыгать		V-PART=HPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
11	прыгать		V-PART=HPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
11	не.есть		NEG.COP-PART=N=LA	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
11	знать		N=V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
11	прыгать		V-PART=HPL	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
12	класть		N=V-PART=N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
12	говорить + быть		V-IPF-PART=N + N=V		preterite series	not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
13	говорить		V=N=CONV=NEG	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
13	знать + быть		HPL=V-IPF-PART=HPL + HPL=V=HPL=NEG		preterite series	not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
13	приезжать		M=V=PART.M	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
13	говорить		V	preterite		not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
14	есть		COP	present		not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
14	есть		COP-DI	present	quote	not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
14	давать		V-IPF-PART=N	participle	quote	nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
14	говорить		V-IPF-PART=N	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
15	стать + есть		NPL=V=NPL=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
15	давать		V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	738	
15	приходить		HPL=V=HPL=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
15	уходить + быть + есть		N=V.IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
15	уводить + быть + есть		PL=V.IPF-PART=NPL + NPL=V=NPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
15	уносить + быть + есть		N=V.IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
15	брать		N=V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
16	no verb				question	NA	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
17	собираться + быть + есть		N=V-CAUS-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
17	приходить + быть + есть		HPL=V-IPF-PART=HPL + HPL=V=HPL=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
17	собираться		N=V-CAUS	preterite	translation as converb	nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
17	кушать		V			nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
17	давать + быть + есть		V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
18	стать		N=V-PART=N=TEMP	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
18	говорить		V-IPF-PART=M	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
18	быть + есть		M=V=M=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
19	есть		COP	present		not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
19	давать		V-PART=M	participle		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
19	есть		COP	present		not P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
19	устанавливать		V=N=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
20	быть.в.одиночку		V=M=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
20	уходить + есть		M=V=M=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
20	уходить		M=V=M=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
20	уходить		M=V=M=CONV	converb		nonfinite	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
20	уходить + есть		M=V=M=CONV + COP	perfect		P	2. Хуштадинцы		events in the 18th century	indirect	Али Загидов, Гусейн Омаров	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	739	
1	учиться		V-MS.POT.INF	infinitive		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
1	ехать + быть		F=V=F=CONV + F=V	pluperfect	preterite series	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
2	писать		V-LIM	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
2	проскальзывать		F=V-NEG	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
3	не.есть		NEG.COP-RALA-DI-LA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
3	говорить		V=F.CONV=COMIT	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
3	смотреть		F=V-POT.INF	infinitive		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
3	идти		F=V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
4	идти		F=V-PART=N=TEMP	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
4	приходить		F=V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
4	держать		NPL=V=F=CONV.COMIT	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
5	держать		N=V=N=CONV	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
5	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
6	no verb				quote / question	NA	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
7	есть		COP-REDI	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
7	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	757	
8	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
